collection_timestamp,source,origin,destination,travel_date,airline,flight_number,fare_class,advance_days,base_fare,taxes,fees,total_fare,currency,availability
2026-07-03 07:57:00,easemytrip,BLR,DEL,2026-08-17 07:57:00,Akasa Air,QP8186,Economy Flex,45,6264.95,1094.97,270.9,7630.81,INR,available
2026-07-29 20:46:00,ixigo,HYD,DEL,2026-08-13 20:46:00,Air India Express,IX7060,Economy,15,4984.23,857.35,151.62,5993.19,INR,available
2026-07-26 12:44:00,easemytrip,DEL,BLR,2026-09-09 12:44:00,Air India,AI8335,Economy Flex,45,6502.42,994.29,419.78,7916.48,INR,available
2026-07-20 18:30:00,makemytrip,CCU,DEL,2026-08-04 18:30:00,IndiGo,6E5295,Economy,15,6968.76,1103.54,190.7,8263.01,INR,available
2026-08-12 18:29:00,cleartrip,BLR,DEL,2026-09-26 18:29:00,SpiceJet,SG6391,Economy Flex,45,6337.53,1159.4,449.41,7946.34,INR,available
2026-08-31 11:47:00,goibibo,BOM,DEL,2026-09-01 11:47:00,SpiceJet,SG4229,Economy,1,8267.95,1472.33,230.76,9971.04,INR,available
2026-08-30 12:16:00,ixigo,CCU,DEL,2026-10-14 12:16:00,Air India,AI4480,Economy,45,5082.18,981.42,257.92,6321.52,INR,available
2026-07-20 23:53:00,indigo,BLR,HYD,2026-08-19 23:53:00,SpiceJet,SG1025,Economy,30,3130.64,559.94,382.93,4073.51,INR,available
2026-08-30 10:59:00,makemytrip,DEL,CCU,2026-09-06 10:59:00,Air India Express,IX4249,Economy,7,8287.53,1553.36,238.4,10079.29,INR,available
2026-08-18 06:12:00,ixigo,MAA,DEL,2026-08-19 06:12:00,Air India Express,IX9981,Economy Flex,1,11424.71,1839.46,364.04,13628.21,INR,available
2026-08-04 21:58:00,indigo,BLR,HYD,2026-08-19 21:58:00,SpiceJet,SG4654,Economy Flex,15,4632.2,828.24,426.55,5886.98,INR,available
2026-07-08 10:28:00,air_india,BOM,BLR,2026-07-09 10:28:00,Akasa Air,QP3418,Economy,1,7991.79,1757.29,433.19,10182.26,INR,available
2026-07-09 21:02:00,makemytrip,HYD,DEL,2026-08-08 21:02:00,Air India,AI7939,Economy,30,6439.12,1230.2,155.86,7825.18,INR,available
2026-08-22 08:12:00,easemytrip,DEL,BOM,2026-09-06 08:12:00,Air India,AI4491,Economy Flex,15,8314.55,1369.57,382.44,10066.55,INR,available
2026-07-18 07:44:00,cleartrip,BOM,BLR,2026-07-25 07:44:00,IndiGo,6E8586,Economy Flex,7,7588.65,1651.23,252.47,9492.35,INR,available
2026-07-14 00:58:00,air_india,DEL,BOM,2026-08-13 00:58:00,Air India,AI2038,Economy,30,5170.41,1096.8,158.52,6425.73,INR,available
2026-08-22 00:20:00,ixigo,DEL,CCU,2026-08-23 00:20:00,Akasa Air,QP810,Economy,1,11485.85,2461.05,385.7,14332.6,INR,available
2026-07-10 22:51:00,easemytrip,BLR,DEL,2026-08-24 22:51:00,Air India Express,IX5719,Economy,45,5108.08,897.32,428.82,6434.22,INR,available
2026-07-29 23:54:00,easemytrip,BLR,HYD,2026-08-05 23:54:00,SpiceJet,SG4752,Economy Flex,7,4247.63,814.19,205.03,5266.86,INR,available
2026-07-17 01:20:00,goibibo,DEL,BOM,2026-07-18 01:20:00,IndiGo,6E1650,Economy Flex,1,11289.76,1945.02,375.91,13610.69,INR,available
2026-07-17 20:28:00,goibibo,DEL,BLR,2026-08-01 20:28:00,SpiceJet,SG9243,Economy Flex,15,7266.57,1578.71,321.71,9166.99,INR,available
2026-08-20 03:49:00,indigo,BLR,HYD,2026-09-19 03:49:00,Air India Express,IX9127,Economy Flex,30,3683.52,659.77,241.61,4584.91,INR,available
2026-07-19 07:18:00,air_india,BOM,BLR,2026-08-18 07:18:00,Akasa Air,QP3919,Economy Flex,30,4698.29,1019.91,392.42,6110.62,INR,available
2026-08-25 23:43:00,makemytrip,HYD,DEL,2026-10-09 23:43:00,Air India Express,IX145,Economy,45,3747.86,574.15,339.67,4661.68,INR,available
2026-07-26 04:10:00,makemytrip,HYD,DEL,2026-07-27 04:10:00,IndiGo,6E8129,Economy,1,9082.4,1682.16,393.49,11158.05,INR,available
2026-07-22 15:32:00,ixigo,BOM,BLR,2026-09-05 15:32:00,Air India,AI9256,Economy Flex,45,5962.03,1196.35,345.84,7504.21,INR,available
2026-07-02 01:18:00,easemytrip,BOM,BLR,2026-08-01 01:18:00,Air India Express,IX5798,Economy Flex,30,5004.05,1046.5,386.11,6436.65,INR,available
2026-08-03 12:48:00,air_india,DEL,BOM,2026-08-18 12:48:00,Akasa Air,QP399,Economy Flex,15,6400.93,1204.79,393.67,7999.39,INR,available
2026-07-29 02:29:00,goibibo,BOM,DEL,2026-07-30 02:29:00,Air India Express,IX4499,Economy Flex,1,10382.24,1715.39,407.57,12505.2,INR,available
2026-08-26 04:54:00,makemytrip,BLR,HYD,2026-09-10 04:54:00,Air India Express,IX8266,Economy Flex,15,4483.44,749.08,235.73,5468.26,INR,available
2026-07-02 02:55:00,air_india,BOM,DEL,2026-07-17 02:55:00,SpiceJet,SG3410,Economy,15,5270.28,1065.31,423.19,6758.78,INR,available
2026-08-27 21:26:00,makemytrip,DEL,BOM,2026-09-26 21:26:00,Air India,AI9124,Economy,30,6687.85,1321.93,369.73,8379.51,INR,available
2026-07-17 22:09:00,makemytrip,BOM,BLR,2026-07-24 22:09:00,Air India Express,IX5136,Economy,7,5903.63,1003.65,210.97,7118.24,INR,available
2026-08-17 19:43:00,indigo,BLR,HYD,2026-09-16 19:43:00,Akasa Air,QP757,Economy,30,3379.94,660.86,276.25,6978.803178886681,INR,available
2026-08-29 04:16:00,ixigo,DEL,BOM,2026-09-05 04:16:00,SpiceJet,SG7493,Economy,7,7220.94,1108.67,160.92,8490.54,INR,available
2026-08-02 12:34:00,air_india,BLR,DEL,2026-08-17 12:34:00,IndiGo,6E5337,Economy Flex,15,8281.01,1298.22,373.13,9952.35,INR,available
2026-08-31 22:38:00,cleartrip,MAA,DEL,2026-09-30 22:38:00,Air India,AI9191,Economy,30,6950.15,1190.83,204.93,8345.91,INR,available
2026-08-23 18:43:00,makemytrip,DEL,CCU,2026-08-24 18:43:00,Akasa Air,QP8808,Economy Flex,1,11578.74,1800.16,282.95,13661.85,INR,available
2026-07-13 15:13:00,easemytrip,BLR,DEL,2026-07-28 15:13:00,Akasa Air,QP7985,Economy,15,5932.88,1087.18,420.17,7440.24,INR,available
2026-08-01 23:15:00,indigo,CCU,DEL,2026-08-16 23:15:00,Air India Express,IX8870,Economy,15,6074.23,1191.27,162.18,7427.68,INR,available
2026-08-01 17:32:00,indigo,DEL,BLR,2026-08-16 17:32:00,Air India,AI4755,Economy,15,8562.24,1680.02,448.35,10690.62,INR,available
2026-07-15 02:11:00,makemytrip,BOM,DEL,2026-08-29 02:11:00,IndiGo,6E4809,Economy Flex,45,7783.45,1244.74,214.03,9242.22,INR,available
2026-09-02 21:03:00,cleartrip,DEL,BLR,2026-09-17 21:03:00,Air India Express,IX6975,Economy,15,6710.67,1099.66,364.84,,INR,available
2026-08-18 16:27:00,makemytrip,DEL,CCU,2026-09-17 16:27:00,Air India,AI2177,Economy,30,5656.93,1075.94,399.92,7132.79,INR,available
2026-08-28 00:23:00,easemytrip,HYD,DEL,2026-09-04 00:23:00,IndiGo,6E1445,Economy,7,7336.69,1562.18,203.28,9102.15,INR,available
2026-07-03 00:15:00,air_india,BOM,DEL,2026-08-02 00:15:00,SpiceJet,SG1534,Economy Flex,30,5423.29,1156.19,204.53,6784.02,INR,available
2026-07-04 16:10:00,cleartrip,BLR,HYD,2026-08-18 16:10:00,IndiGo,6E9193,Economy,45,2961.79,548.88,267.86,3778.53,INR,available
2026-08-22 02:20:00,easemytrip,BLR,DEL,2026-10-06 02:20:00,Akasa Air,QP3622,Economy,45,5212.17,1072.28,405.04,6689.49,INR,available
2026-08-06 09:01:00,easemytrip,HYD,DEL,2026-08-13 09:01:00,Air India,AI6084,Economy,7,7115.76,1332.01,338.04,8785.81,INR,available
2026-08-07 03:12:00,cleartrip,BOM,BLR,2026-08-08 03:12:00,Air India Express,IX6801,Economy,1,8112.25,1322.22,379.51,9813.98,INR,available
2026-08-04 06:18:00,cleartrip,BOM,DEL,2026-08-11 06:18:00,Air India Express,IX6733,Economy,7,7121.63,1137.26,283.87,8542.76,INR,available
2026-09-03 15:57:00,makemytrip,HYD,DEL,2026-09-04 15:57:00,IndiGo,6E4072,Economy,1,8852.41,1946.13,255.83,11054.37,INR,available
2026-08-14 16:24:00,makemytrip,HYD,DEL,2026-09-13 16:24:00,Akasa Air,QP1047,Economy,30,5177.27,1010.25,361.53,6549.05,INR,available
2026-07-31 00:43:00,air_india,CCU,DEL,2026-08-07 00:43:00,Akasa Air,QP7809,Economy,7,6473.99,1002.64,361.21,7837.84,INR,available
2026-07-18 10:52:00,goibibo,CCU,DEL,2026-09-01 10:52:00,Air India,AI3936,Economy,45,5485.84,1111.15,443.69,7040.69,INR,available
2026-08-15 09:48:00,makemytrip,HYD,DEL,2026-08-30 09:48:00,Akasa Air,QP8929,Economy,15,5690.07,1050.89,214.58,,INR,available
2026-08-25 02:09:00,air_india,DEL,BLR,2026-09-01 02:09:00,Air India Express,IX6795,Economy Flex,7,8457.34,1564.81,284.3,10306.44,INR,available
2026-07-03 19:52:00,air_india,DEL,BOM,2026-08-02 19:52:00,IndiGo,6E6133,Economy Flex,30,6387.84,1049.83,372.6,14623.24511657671,INR,available
2026-08-23 04:12:00,air_india,HYD,DEL,2026-09-22 04:12:00,Akasa Air,QP5946,Economy Flex,30,5034.56,1045.93,412.55,6493.04,INR,available
2026-07-18 23:24:00,makemytrip,DEL,CCU,2026-09-01 23:24:00,Akasa Air,QP5745,Economy,45,4835.54,890.98,436.62,6163.14,INR,available
2026-09-01 06:23:00,makemytrip,DEL,BOM,2026-09-16 06:23:00,Air India,AI2676,Economy Flex,15,7508.12,1158.92,324.69,8991.73,INR,available
2026-07-11 08:39:00,ixigo,BLR,DEL,2026-07-12 08:39:00,Air India,AI8109,Economy,1,11690.95,1826.49,231.52,13748.96,INR,available
2026-07-24 19:41:00,ixigo,BOM,DEL,2026-09-07 19:41:00,Akasa Air,QP7039,Economy,45,4974.02,844.2,275.04,6093.25,INR,available
2026-08-30 09:38:00,indigo,BLR,HYD,2026-09-06 09:38:00,SpiceJet,SG6142,Economy,7,5059.83,1093.49,342.52,6495.84,INR,available
2026-08-25 23:36:00,goibibo,BLR,DEL,2026-09-09 23:36:00,SpiceJet,SG8915,Economy,15,6536.8,1332.86,257.84,8127.5,INR,available
2026-09-03 11:37:00,goibibo,BOM,BLR,2026-10-03 11:37:00,SpiceJet,SG2224,Economy,30,5087.52,1034.54,346.46,6468.52,INR,available
2026-08-13 02:24:00,ixigo,BLR,DEL,2026-09-12 02:24:00,Akasa Air,QP9007,Economy Flex,30,6745.23,1025.05,357.29,8127.57,INR,available
2026-07-16 13:41:00,indigo,DEL,BLR,2026-07-31 13:41:00,IndiGo,6E1990,Economy Flex,15,8369.18,1415.3,233.7,10018.18,INR,available
2026-07-06 09:23:00,easemytrip,CCU,DEL,2026-08-20 09:23:00,Akasa Air,QP6163,Economy Flex,45,5903.45,1112.88,345.86,7362.19,INR,available
2026-07-08 00:57:00,indigo,BLR,DEL,2026-07-09 00:57:00,IndiGo,6E7862,Economy Flex,1,10678.98,2255.93,292.58,13227.49,INR,available
2026-07-29 21:55:00,easemytrip,BOM,BLR,2026-07-30 21:55:00,Akasa Air,QP8606,Economy Flex,1,10073.08,1548.99,208.68,11830.76,INR,available
2026-07-26 09:51:00,easemytrip,DEL,CCU,2026-09-09 09:51:00,Air India Express,IX9904,Economy Flex,45,5511.57,1115.17,151.15,6777.89,INR,available
2026-08-21 09:05:00,goibibo,BLR,DEL,2026-10-05 09:05:00,IndiGo,6E5747,Economy Flex,45,7200.63,1088.85,174.66,8464.13,INR,available
2026-08-16 01:27:00,cleartrip,HYD,DEL,2026-08-31 01:27:00,Air India,AI8930,Economy,15,5969.86,932.01,365.07,7266.94,INR,available
2026-08-21 02:01:00,makemytrip,MAA,DEL,2026-08-28 02:01:00,Air India Express,IX7188,Economy Flex,7,8597.1,1633.23,257.61,10487.94,INR,available
2026-08-29 07:09:00,indigo,BOM,BLR,2026-08-30 07:09:00,Air India Express,IX4668,Economy Flex,1,9729.58,1953.37,420.45,12103.39,INR,available
2026-07-31 09:52:00,goibibo,CCU,DEL,2026-08-15 09:52:00,SpiceJet,SG181,Economy,15,6343.48,956.06,152.1,7451.64,INR,available
2026-07-29 10:29:00,indigo,DEL,CCU,2026-08-28 10:29:00,SpiceJet,SG3486,Economy Flex,30,5949.89,1093.16,211.23,7254.28,INR,available
2026-08-23 13:24:00,indigo,BLR,DEL,2026-10-07 13:24:00,Air India,AI8216,Economy,45,5196.67,823.32,183.74,6203.74,INR,available
2026-07-15 20:51:00,goibibo,DEL,BLR,2026-07-30 20:51:00,IndiGo,6E7678,Economy Flex,15,7436.44,1483.01,305.62,9225.07,INR,available
2026-07-12 10:29:00,makemytrip,HYD,DEL,2026-07-13 10:29:00,IndiGo,6E1789,Economy Flex,1,9181.13,1797.67,195.63,11174.43,INR,available
2026-07-31 00:32:00,makemytrip,MAA,DEL,2026-08-30 00:32:00,Air India Express,IX1336,Economy Flex,30,8131.07,1771.98,313.39,10216.43,INR,available
2026-07-23 16:25:00,easemytrip,CCU,DEL,2026-09-06 16:25:00,SpiceJet,SG8232,Economy,45,4559.9,901.73,158.53,5620.16,INR,available
2026-08-02 05:47:00,ixigo,HYD,DEL,2026-09-01 05:47:00,IndiGo,6E1563,Economy Flex,30,5250.86,945.39,330.46,6526.72,INR,available
2026-08-22 15:13:00,goibibo,BOM,DEL,2026-08-23 15:13:00,SpiceJet,SG4849,Economy Flex,1,10322.08,1772.28,214.59,12308.95,INR,available
2026-08-14 13:45:00,indigo,MAA,DEL,2026-08-15 13:45:00,SpiceJet,SG8066,Economy,1,9404.86,2014.6,271.98,11691.44,INR,available
2026-07-21 19:48:00,air_india,HYD,DEL,2026-07-28 19:48:00,Air India Express,IX4316,Economy Flex,7,6701.92,1139.62,236.74,8078.27,INR,available
2026-07-04 09:03:00,cleartrip,BLR,HYD,2026-08-18 09:03:00,IndiGo,6E2718,Economy,45,2841.19,454.44,433.0,3728.63,INR,available
2026-07-23 11:20:00,air_india,BOM,BLR,2026-07-24 11:20:00,IndiGo,6E4577,Economy,1,8552.77,1654.26,343.44,10550.47,INR,available
2026-07-23 13:54:00,goibibo,DEL,CCU,2026-07-30 13:54:00,Akasa Air,QP8199,Economy,7,8238.15,1807.71,166.39,10212.25,INR,available
2026-07-21 14:43:00,indigo,DEL,BOM,2026-07-28 14:43:00,Air India Express,IX2695,Economy Flex,7,7508.0,1236.06,310.89,9054.95,INR,available
2026-07-03 18:09:00,makemytrip,BOM,BLR,2026-08-17 18:09:00,Air India,AI2368,Economy,45,4710.42,804.49,153.36,5668.27,INR,available
2026-08-12 12:36:00,easemytrip,DEL,CCU,2026-09-11 12:36:00,Air India,AI7414,Economy,30,5446.72,1168.3,318.0,6933.01,INR,available
2026-07-30 01:34:00,indigo,BOM,BLR,2026-08-29 01:34:00,Akasa Air,QP9842,Economy Flex,30,5794.83,1137.82,276.53,7209.19,INR,available
2026-07-03 07:16:00,cleartrip,CCU,DEL,2026-07-04 07:16:00,Air India Express,IX7823,Economy,1,9169.76,1496.29,174.36,10840.41,INR,available
2026-08-29 21:18:00,goibibo,DEL,BLR,2026-08-30 21:18:00,Air India Express,IX7588,Economy Flex,1,11530.6,2381.81,385.41,14297.82,INR,available
2026-07-11 09:11:00,easemytrip,MAA,DEL,2026-07-26 09:11:00,Air India,AI4717,Economy,15,7799.74,1541.64,423.07,9764.46,INR,available
2026-07-12 01:53:00,indigo,BLR,DEL,2026-07-27 01:53:00,IndiGo,6E8436,Economy Flex,15,6922.34,1140.97,205.87,8269.18,INR,available
2026-08-21 12:50:00,goibibo,BOM,DEL,2026-09-05 12:50:00,Air India,AI3119,Economy Flex,15,8445.65,1463.12,373.33,10282.1,INR,available
2026-07-14 21:19:00,indigo,DEL,BLR,2026-08-28 21:19:00,Air India Express,IX7568,Economy Flex,45,6072.07,1211.82,207.43,7491.32,INR,available
2026-07-20 07:21:00,air_india,BLR,DEL,2026-08-04 07:21:00,IndiGo,6E1048,Economy Flex,15,7262.47,1421.61,286.16,16021.953773898174,INR,available
2026-08-12 14:14:00,indigo,DEL,BLR,2026-09-26 14:14:00,SpiceJet,SG1848,Economy Flex,45,6087.65,1294.18,189.39,7571.23,INR,available
2026-07-05 03:13:00,air_india,BOM,BLR,2026-07-06 03:13:00,Air India,AI2026,Economy Flex,1,10181.21,1527.82,272.57,20553.202274426938,INR,available
2026-07-24 23:36:00,indigo,DEL,BOM,2026-09-07 23:36:00,IndiGo,6E1093,Economy,45,4667.98,886.69,397.7,5952.37,INR,available
2026-08-29 03:09:00,cleartrip,DEL,BOM,2026-08-30 03:09:00,Air India Express,IX9011,Economy,1,10173.19,1633.24,257.07,12063.51,INR,available
2026-07-05 18:28:00,makemytrip,DEL,BOM,2026-07-20 18:28:00,Air India Express,IX7428,Economy Flex,15,6564.93,1066.97,297.83,7929.72,INR,available
2026-07-11 17:46:00,goibibo,MAA,DEL,2026-07-18 17:46:00,SpiceJet,SG3192,Economy,7,8729.07,1752.57,384.79,10866.42,INR,available
2026-07-14 10:13:00,easemytrip,MAA,DEL,2026-07-29 10:13:00,SpiceJet,SG9447,Economy,15,7288.97,1470.78,238.79,8998.54,INR,available
2026-08-07 12:47:00,easemytrip,CCU,DEL,2026-08-14 12:47:00,Air India Express,IX8761,Economy Flex,7,8337.52,1256.55,253.22,9847.29,INR,sold_out
2026-07-21 13:12:00,makemytrip,BLR,HYD,2026-07-28 13:12:00,IndiGo,6E7896,Economy Flex,7,5419.48,1146.08,335.32,6900.88,INR,available
2026-07-25 02:39:00,ixigo,MAA,DEL,2026-09-08 02:39:00,Air India Express,IX9858,Economy,45,5954.55,1240.54,380.6,7575.69,INR,available
2026-07-23 04:52:00,ixigo,DEL,BLR,2026-09-06 04:52:00,Air India,AI3431,Economy Flex,45,7215.22,1264.45,168.11,8647.79,INR,available
2026-07-09 09:02:00,air_india,DEL,BOM,2026-08-08 09:02:00,Air India,AI500,Economy Flex,30,7576.79,1218.34,151.66,8946.78,INR,available
2026-07-19 21:57:00,makemytrip,BLR,DEL,2026-08-18 21:57:00,IndiGo,6E9415,Economy,30,6169.43,1284.9,222.4,7676.73,INR,available
2026-07-23 16:58:00,indigo,DEL,CCU,2026-07-24 16:58:00,Akasa Air,QP8562,Economy,1,9776.53,1697.33,398.26,11872.12,INR,available
2026-08-22 11:49:00,cleartrip,DEL,BOM,2026-09-06 11:49:00,Air India,AI6795,Economy,15,7584.88,1194.27,353.91,9133.06,INR,available
2026-08-19 10:13:00,makemytrip,BOM,DEL,2026-10-03 10:13:00,Air India Express,IX7123,Economy Flex,45,6161.26,1179.04,384.99,7725.29,INR,available
2026-07-28 07:06:00,easemytrip,BOM,DEL,2026-08-27 07:06:00,SpiceJet,SG6793,Economy Flex,30,5295.59,1031.2,174.43,6501.22,INR,available
2026-07-03 10:09:00,indigo,BOM,DEL,2026-07-18 10:09:00,SpiceJet,SG6700,Economy Flex,15,7688.59,1687.12,404.05,9779.76,INR,available
2026-08-25 08:06:00,indigo,DEL,BOM,2026-09-01 08:06:00,Akasa Air,QP5546,Economy,7,7074.88,1279.44,408.24,8762.55,INR,available
2026-07-08 21:28:00,ixigo,DEL,BOM,2026-07-09 21:28:00,Air India Express,IX3193,Economy Flex,1,9259.8,1395.44,358.4,11013.64,INR,available
2026-08-28 20:10:00,air_india,BOM,DEL,2026-08-29 20:10:00,Air India,AI4371,Economy Flex,1,12117.49,2352.35,154.31,14624.15,INR,available
2026-08-15 14:49:00,ixigo,BLR,DEL,2026-08-22 14:49:00,IndiGo,6E1395,Economy,7,7446.23,1221.64,382.28,9050.14,INR,available
2026-08-11 06:10:00,easemytrip,DEL,BLR,2026-09-10 06:10:00,Air India,AI122,Economy Flex,30,7451.06,1323.15,412.08,9186.28,INR,available
2026-08-05 19:19:00,easemytrip,HYD,DEL,2026-08-12 19:19:00,Air India,AI8851,Economy Flex,7,7890.31,1470.45,264.88,9625.63,INR,available
2026-08-29 01:49:00,indigo,BLR,DEL,2026-09-13 01:49:00,Akasa Air,QP4079,Economy,15,6507.13,1160.0,214.42,7881.56,INR,available
2026-07-03 13:28:00,cleartrip,DEL,BOM,2026-07-04 13:28:00,Air India Express,IX1836,Economy Flex,1,12946.44,2322.7,422.87,15692.0,INR,available
2026-07-10 11:18:00,makemytrip,BLR,DEL,2026-08-09 11:18:00,IndiGo,6E1458,Economy Flex,30,7686.88,1379.5,414.33,9480.71,INR,available
2026-08-28 20:10:00,goibibo,BLR,DEL,2026-09-12 20:10:00,Air India Express,IX1629,Economy,15,7780.94,1338.46,403.7,9523.09,INR,available
2026-08-11 05:14:00,ixigo,CCU,DEL,2026-08-26 05:14:00,Air India Express,IX9350,Economy,15,5957.83,948.8,326.62,7233.25,INR,sold_out
2026-08-20 17:25:00,air_india,BOM,BLR,2026-08-21 17:25:00,Air India,AI9214,Economy Flex,1,10110.72,2007.99,205.82,12324.53,INR,available
2026-08-31 23:39:00,goibibo,MAA,DEL,2026-10-15 23:39:00,Air India,AI8616,Economy,45,6615.42,1413.38,281.24,8310.04,INR,available
2026-08-11 05:34:00,cleartrip,DEL,CCU,2026-08-26 05:34:00,Air India,AI3697,Economy,15,7081.21,1380.98,420.82,8883.01,INR,available
2026-07-17 22:28:00,goibibo,DEL,BLR,2026-08-01 22:28:00,Air India,AI5507,Economy Flex,15,8878.32,1908.86,442.77,11229.95,INR,available
2026-07-22 03:53:00,goibibo,DEL,CCU,2026-08-06 03:53:00,Akasa Air,QP5641,Economy,15,5880.86,1090.72,308.44,7280.02,INR,available
2026-07-06 22:53:00,goibibo,BLR,DEL,2026-07-13 22:53:00,Air India,AI7536,Economy Flex,7,9892.67,2152.85,434.11,12479.63,INR,available
2026-07-15 05:09:00,cleartrip,CCU,DEL,2026-08-29 05:09:00,Air India Express,IX2221,Economy Flex,45,5339.44,877.26,309.42,6526.12,INR,available
2026-07-27 22:35:00,air_india,DEL,BLR,2026-08-11 22:35:00,IndiGo,6E5968,Economy,15,7215.83,1332.47,247.7,8796.01,INR,available
2026-07-05 00:47:00,goibibo,BLR,HYD,2026-08-04 00:47:00,Akasa Air,QP1597,Economy Flex,30,3536.0,599.97,169.15,4305.13,INR,available
2026-07-10 09:13:00,goibibo,BLR,HYD,2026-07-25 09:13:00,SpiceJet,SG441,Economy,15,4404.29,764.67,430.85,5599.81,INR,available
2026-08-23 02:06:00,makemytrip,BOM,BLR,2026-08-30 02:06:00,Air India,AI8394,Economy,7,7789.81,1451.16,225.43,9466.4,INR,available
2026-09-02 18:20:00,makemytrip,DEL,BLR,2026-09-17 18:20:00,Akasa Air,QP8729,Economy Flex,15,8180.33,1605.54,173.76,9959.63,INR,available
2026-07-22 22:02:00,easemytrip,MAA,DEL,2026-08-06 22:02:00,Air India,AI7092,Economy,15,7965.48,1221.88,206.48,9393.84,INR,available
2026-08-08 08:46:00,ixigo,DEL,BLR,2026-08-09 08:46:00,Akasa Air,QP7993,Economy Flex,1,14724.19,2826.6,313.11,17863.9,INR,available
2026-08-12 10:31:00,makemytrip,BLR,DEL,2026-08-13 10:31:00,IndiGo,6E1535,Economy,1,11090.24,2324.26,353.5,13768.0,INR,available
2026-07-01 00:33:00,indigo,BLR,DEL,2026-08-15 00:33:00,Air India,AI9408,Economy,45,6336.16,1109.14,152.54,7597.84,INR,available
2026-07-20 20:36:00,cleartrip,CCU,DEL,2026-07-27 20:36:00,Air India,AI8977,Economy Flex,7,8614.53,1821.85,327.43,10763.81,INR,available
2026-08-08 22:19:00,cleartrip,DEL,BLR,2026-08-23 22:19:00,Air India,AI7942,Economy Flex,15,9485.47,1896.76,194.63,11576.86,INR,available
2026-07-13 02:41:00,air_india,DEL,BLR,2026-07-20 02:41:00,Air India Express,IX5568,Economy,7,7167.75,1327.09,175.98,8670.83,INR,available
2026-07-15 18:46:00,air_india,DEL,BOM,2026-07-16 18:46:00,Air India Express,IX1943,Economy,1,8454.02,1332.12,441.62,10227.75,INR,sold_out
2026-08-21 08:51:00,easemytrip,HYD,DEL,2026-09-05 08:51:00,Akasa Air,QP2822,Economy,15,6281.67,1018.67,434.19,7734.53,INR,available
2026-07-14 07:04:00,indigo,BOM,DEL,2026-07-21 07:04:00,SpiceJet,SG6896,Economy,7,5016.78,845.63,155.07,6017.47,INR,available
2026-07-16 03:35:00,easemytrip,DEL,BLR,2026-08-15 03:35:00,SpiceJet,SG5951,Economy Flex,30,6053.92,1256.0,426.83,7736.76,INR,available
2026-07-10 17:50:00,ixigo,CCU,DEL,2026-08-09 17:50:00,Air India Express,IX8558,Economy,30,6046.58,1323.91,329.3,,INR,available
2026-07-14 10:09:00,cleartrip,BLR,HYD,2026-07-29 10:09:00,IndiGo,6E4535,Economy Flex,15,4326.28,754.89,206.21,5287.37,INR,available
2026-08-24 20:22:00,cleartrip,MAA,DEL,2026-08-31 20:22:00,Air India Express,IX589,Economy,7,8450.32,1844.68,155.22,10450.22,INR,available
2026-09-01 16:19:00,indigo,CCU,DEL,2026-09-16 16:19:00,IndiGo,6E7762,Economy,15,6253.73,962.88,434.31,7650.93,INR,available
2026-08-13 02:57:00,air_india,MAA,DEL,2026-08-20 02:57:00,Air India,AI3563,Economy,7,8823.85,1651.66,358.15,10833.67,INR,available
2026-07-22 02:23:00,makemytrip,BLR,HYD,2026-08-06 02:23:00,Air India,AI1362,Economy,15,3709.72,774.11,275.12,4758.95,INR,sold_out
2026-08-25 16:51:00,cleartrip,BOM,DEL,2026-08-26 16:51:00,Air India,AI4077,Economy,1,8530.72,1499.77,419.5,10449.99,INR,available
2026-07-13 05:28:00,goibibo,DEL,BLR,2026-07-28 05:28:00,IndiGo,6E8941,Economy,15,7118.35,1300.9,351.2,8770.46,INR,available
2026-07-06 03:01:00,cleartrip,CCU,DEL,2026-07-21 03:01:00,SpiceJet,SG7467,Economy Flex,15,6442.52,1390.72,425.86,8259.09,INR,available
2026-07-10 11:34:00,air_india,DEL,CCU,2026-08-24 11:34:00,SpiceJet,SG2828,Economy Flex,45,5366.14,1101.2,298.01,6765.36,INR,available
2026-07-03 18:11:00,easemytrip,MAA,DEL,2026-07-04 18:11:00,SpiceJet,SG8022,Economy Flex,1,13439.0,2715.09,426.14,16580.24,INR,available
2026-07-23 15:40:00,indigo,DEL,BLR,2026-07-30 15:40:00,IndiGo,6E8571,Economy,7,9660.14,1458.96,448.28,11567.38,INR,available
2026-08-09 10:51:00,indigo,MAA,DEL,2026-09-08 10:51:00,Air India Express,IX6859,Economy,30,5281.19,906.96,308.96,6497.11,INR,available
2026-07-01 21:09:00,cleartrip,DEL,BOM,2026-07-02 21:09:00,Air India Express,IX6906,Economy Flex,1,11116.35,2409.6,172.55,19073.402971706582,INR,available
2026-09-01 13:25:00,goibibo,DEL,BOM,2026-09-08 13:25:00,IndiGo,6E8618,Economy Flex,7,8342.06,1830.29,372.39,10544.74,INR,available
2026-07-01 23:48:00,easemytrip,BLR,HYD,2026-07-16 23:48:00,Air India Express,IX9581,Economy,15,3536.79,719.34,227.96,4484.09,INR,available
2026-08-10 15:45:00,cleartrip,BLR,DEL,2026-08-11 15:45:00,IndiGo,6E8317,Economy Flex,1,10597.86,2083.94,219.41,12901.21,INR,available
2026-07-14 15:35:00,air_india,DEL,BOM,2026-07-15 15:35:00,IndiGo,6E560,Economy Flex,1,10787.36,2037.58,356.99,13181.92,INR,available
